"Name","Sex","Event","Equipment","Age","AgeClass","Division","BodyweightKg","WeightClassKg","Squat1Kg","Squat2Kg","Squat3Kg","Squat4Kg","Best3SquatKg","Bench1Kg","Bench2Kg","Bench3Kg","Bench4Kg","Best3BenchKg","Deadlift1Kg","Deadlift2Kg","Deadlift3Kg","Deadlift4Kg","Best3DeadliftKg","TotalKg","Place","Wilks","McCulloch","Glossbrenner","IPFPoints","Tested","Country","Federation","Date","MeetCountry","MeetState","MeetName","id","na_count"
"Emilie Chessel","F","SBD","Raw",22,"20-23","Juniors",61.79,"63",100,107.5,-110,NA,107.5,55,-60,60,NA,60,120,-130,130,NA,130,297.5,"5",324.25,327.5,286.39,517.05,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258279,3
"Laura Malterre","F","SBD","Raw",20,"20-23","Juniors",60.35,"63",102.5,107.5,112.5,NA,112.5,67.5,70,72.5,NA,72.5,100,105,110,NA,110,295,"6",327.41,337.24,289.27,518.13,"Yes","France","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258280,3
"Audrée Lebon","F","SBD","Raw",23,"20-23","Juniors",62.91,"63",95,100,105,NA,105,57.5,62.5,65,NA,65,120,125,-132.5,NA,125,295,"7",317.16,317.16,280.06,508.41,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258281,3
"Sonia Lazarov","F","SBD","Raw",19,"18-19","Juniors",60.62,"63",90,92.5,-95,NA,92.5,-55,55,-57.5,NA,55,110,120,125,NA,125,272.5,"8",301.4,313.46,266.27,476.06,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258282,3
"Alexia Perez-Miviere","F","SBD","Raw",19,"18-19","Juniors",71.13,"72",140,145,150,NA,150,77.5,80,82.5,NA,82.5,-125,125,-130,NA,125,357.5,"1",351.79,365.86,309.98,585.85,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258283,3
"Camille Pailha","F","SBD","Raw",18,"18-19","Juniors",66.07,"72",-120,120,-127.5,NA,120,80,85,-87.5,NA,85,125,130,NA,NA,130,335,"2",347.25,368.09,306.43,566.7,"Yes","France","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258284,4
"Victoria Cascan","F","SBD","Raw",20,"20-23","Juniors",63.37,"72",112.5,-120,-122.5,NA,112.5,55,60,65,NA,65,-127.5,135,140,NA,140,317.5,"3",339.48,349.66,299.74,546.64,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258285,3
"Amandine Lamare","F","SBD","Raw",21,"20-23","Juniors",69.3,"72",110,115,-125,NA,115,60,65,67.5,NA,67.5,110,120,-122.5,NA,120,302.5,"4",303.04,309.11,267.19,500.2,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258286,3
"Laure Garcia","F","SBD","Raw",18,"18-19","Juniors",64.89,"72",102.5,107.5,110,NA,110,62.5,67.5,-70,NA,67.5,115,-120,120,NA,120,297.5,"5",312.5,331.25,275.84,505.84,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258287,3
"Tiffany Pruvot","F","SBD","Raw",19,"18-19","Juniors",70,"72",95,100,102.5,NA,102.5,50,-55,-55,NA,50,97.5,-102.5,-102.5,NA,97.5,250,"6",248.71,258.66,219.24,410.37,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258288,3
"Innès Allouache","F","SBD","Raw",18,"18-19","Juniors",81.55,"84",-135,-140,-140,NA,NA,-65,NA,NA,NA,NA,-160,NA,NA,NA,NA,NA,"DQ",NA,NA,NA,NA,"Yes","France","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258289,15
"Coccian Bourbotte","M","SBD","Raw",16,"16-17","Sub-Juniors",52.52,"53",85,95,100,NA,100,55,60,-62.5,NA,60,110,120,-140,NA,120,280,"1",271.92,307.27,266.97,354.29,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258290,3
"Miles Hamimi","M","SBD","Raw",17,"16-17","Sub-Juniors",49.66,"53",72.5,80,85,NA,85,45,-50,-50,NA,45,120,130,-135,NA,130,260,"2",268,289.44,264.18,342.85,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258291,3
"Benjamin Hillion","M","SBD","Raw",17,"16-17","Sub-Juniors",57.36,"59",115,122.5,125,NA,125,75,80,85,NA,85,155,165,171,NA,171,381,"1",338.89,366,330.95,471.89,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258292,3
"Almir Medic","M","SBD","Raw",18,"18-19","Sub-Juniors",58.13,"59",130,135,-138,NA,135,60,-65,-65,NA,60,-137.5,137.5,140,NA,140,335,"2",294.23,311.88,287.13,399.64,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258293,3
"Gianni Loddo","M","SBD","Raw",17,"16-17","Sub-Juniors",58.42,"59",95,105,-110,NA,105,-77.5,77.5,-82.5,NA,77.5,-145,145,-155,NA,145,327.5,"3",286.3,309.2,279.32,386.98,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258294,3
"Pierre Martin","M","SBD","Raw",16,"16-17","Sub-Juniors",57.73,"59",105,110,-115,NA,110,65,-70,70,NA,70,140,145,-152.5,NA,145,325,"4",287.32,324.67,280.49,387.67,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258295,3
"Baptiste Lemoine","M","SBD","Raw",17,"16-17","Sub-Juniors",57.46,"59",97.5,105,110,NA,110,47.5,52.5,-55,NA,52.5,-135,140,145,NA,145,307.5,"5",273.06,294.91,266.64,363.84,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258296,3
"Thomas Michaud","M","SBD","Raw",17,"16-17","Sub-Juniors",56.22,"59",95,105,-112.5,NA,105,62.5,67.5,-70,NA,67.5,-110,115,127.5,NA,127.5,300,"6",272.06,293.83,265.98,360.42,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258297,3
"Mathieu Bole","M","SBD","Raw",17,"16-17","Sub-Juniors",56.27,"59",100,-110,-110,NA,100,65,-67.5,67.5,NA,67.5,120,-130,-130,NA,120,287.5,"7",260.5,281.34,254.66,341.56,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258298,3
"Théodore Feuvrier","M","SBD","Raw",16,"16-17","Sub-Juniors",53.75,"59",75,85,-90,NA,85,50,52.5,55,NA,55,100,110,-120,NA,110,250,"8",237.08,267.9,232.41,299.79,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258299,3
"Souleiman Turki","M","SBD","Raw",17,"16-17","Sub-Juniors",65.7,"66",185,187.5,200,NA,200,-100,102.5,-110,NA,102.5,220,-231,-231,NA,220,522.5,"1",411.81,444.75,399.8,605.91,"Yes","France","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258300,3
"Julien Berndt","M","SBD","Raw",17,"16-17","Sub-Juniors",64.26,"66",160,170,-175,NA,170,105,112.5,117.5,NA,117.5,205,215,-220.5,NA,215,502.5,"2",403.46,435.74,392,589.97,"Yes","France","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258301,3
"Yoann Demy","M","SBD","Raw",17,"16-17","Sub-Juniors",64.93,"66",125,132.5,137.5,NA,137.5,90,-100,-100,NA,90,160,165,170,NA,170,397.5,"3",316.38,341.69,307.28,445.02,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258302,3
"Yann Berndt","M","SBD","Raw",16,"16-17","Sub-Juniors",64.02,"66",120,130,140,NA,140,85,-95,95,NA,95,160,-170,-172.5,NA,160,395,"4",318.16,359.52,309.16,447,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258303,3
"Sacha Mevel","M","SBD","Raw",17,"16-17","Sub-Juniors",63.83,"66",127.5,-135,-135,NA,127.5,95,100,102.5,NA,102.5,-160,-160,-160,NA,NA,NA,"DQ",NA,NA,NA,NA,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258304,9
"Nahel Baali","M","SBD","Raw",16,"16-17","Sub-Juniors",72.88,"74",162.5,172.5,-180,NA,172.5,120,125,-130,NA,125,210,222.5,225,NA,225,522.5,"1",379.97,429.37,367.8,559,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258305,3
"Abdel Akim Ouasti","M","SBD","Raw",17,"16-17","Sub-Juniors",72.08,"74",-175,-175,175,NA,175,100,105,-110,NA,105,205,-220,-220,NA,205,485,"2",355.56,384,344.26,517.14,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258306,3
"Khaled Benbachir","M","SBD","Raw",17,"16-17","Sub-Juniors",68.38,"74",145,155,-165,NA,155,117.5,125,127.5,NA,127.5,160,170,180,NA,180,462.5,"3",352.95,381.18,342.22,509.88,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258307,3
"Martin Pedeau","M","SBD","Raw",17,"16-17","Sub-Juniors",73.21,"74",-165,165,170,NA,170,95,102.5,105,NA,105,167.5,175,-180,NA,175,450,"4",326.18,352.28,315.7,468.03,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258308,3
"Tristan Sable","M","SBD","Raw",17,"16-17","Sub-Juniors",70.99,"74",140,-145,-150,NA,140,80,-90,-90,NA,80,-155,155,-165,NA,155,375,"5",278.05,300.29,269.31,385.32,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258309,3
"Enzo Pinaud","M","SBD","Raw",16,"16-17","Sub-Juniors",72.97,"74",110,117.5,-125,NA,117.5,105,107.5,110,NA,110,135,145,-150,NA,145,372.5,"6",270.65,305.83,261.97,373.79,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258310,3
"Grégory Fontaine","M","SBD","Raw",17,"16-17","Sub-Juniors",69.76,"74",125,135,-145,NA,135,82.5,85,-87.5,NA,85,135,NA,NA,NA,135,355,"7",266.73,288.07,258.48,365.48,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258311,5
"Rodrigue Claviez","M","SBD","Raw",18,"18-19","Sub-Juniors",80.04,"83",-195,195,205,NA,205,122.5,132.5,-135,NA,132.5,210,220,225,NA,225,562.5,"1",383.9,406.93,370.84,568.22,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258312,3
"Lucas Schnyder","M","SBD","Raw",17,"16-17","Sub-Juniors",81.14,"83",177.5,-185,-185,NA,177.5,90,95,-97.5,NA,95,185,-190,190,NA,190,462.5,"2",312.98,338.01,302.25,447.65,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258313,3
"Loïc Giordano","M","SBD","Raw",17,"16-17","Sub-Juniors",75.49,"83",125,132.5,140,NA,140,100,-105,105,NA,105,175,-180,-180,NA,175,420,"3",297.93,321.76,288.15,421.04,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258314,3
"Benoit Griere","M","SBD","Raw",17,"16-17","Sub-Juniors",82.04,"83",120,132.5,142.5,NA,142.5,65,72.5,77.5,NA,77.5,-165,165,180,NA,180,400,"4",268.87,290.37,259.59,372.61,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258315,3
"Léo Bernerd","M","SBD","Raw",17,"16-17","Sub-Juniors",91.3,"93",-182.5,192.5,-200,NA,192.5,120,127.5,132.5,NA,132.5,210,222.5,227.5,NA,227.5,552.5,"1",350.19,378.2,337.36,508.45,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258316,3
"Elliot Schorp","M","SBD","Raw",17,"16-17","Sub-Juniors",88.59,"93",185,-195,-195,NA,185,120,125,-130,NA,125,215,225,-230,NA,225,535,"2",344.34,371.89,331.94,499.71,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258317,3
"Gaël Montez","M","SBD","Raw",16,"16-17","Sub-Juniors",87.81,"93",160,170,175,NA,175,105,110,-112.5,NA,110,190,200,202.5,NA,202.5,487.5,"3",315.24,356.22,303.95,450.57,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258318,3
"Fabien Boucher","M","SBD","Raw",17,"16-17","Sub-Juniors",87.86,"93",155,162.5,170,NA,170,92.5,97.5,102.5,NA,102.5,190,200,212.5,NA,212.5,485,"4",313.53,338.61,302.3,447.64,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258319,3
"Néo Nowaczyk","M","SBD","Raw",17,"16-17","Sub-Juniors",87.17,"93",-170,-180,180,NA,180,92.5,100,105,NA,105,185,-195,-195,NA,185,470,"5",305.12,329.53,294.24,433.56,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258320,3
"Charlie Lamatte Deverson","M","SBD","Raw",17,"16-17","Sub-Juniors",91.58,"93",165,-172.5,-172.5,NA,165,85,-92.5,92.5,NA,92.5,165,170,175,NA,175,432.5,"6",273.72,295.61,263.67,378.81,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258321,3
"Corentin Clement","M","SBD","Raw",18,"18-19","Sub-Juniors",104.33,"105",265,280,-287.5,NA,280,170,-180,-180,NA,170,300,310,NA,NA,310,760,"1",455.17,482.48,436.86,673.51,"Yes","France","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258322,4
"Sofiane Ayachi","M","SBD","Raw",17,"16-17","Sub-Juniors",97.07,"105",125,132.5,140,NA,140,-90,90,100,NA,100,190,210,-220,NA,210,450,"2",277.26,299.44,266.7,382.09,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258323,3
"Malone Bogey","M","SBD","Raw",17,"16-17","Sub-Juniors",140.25,"120+",190,202.5,210,NA,210,140,150,155,NA,155,210,223,230,NA,230,595,"1",332.4,358.99,314.89,428.45,"Yes","New Caledonia","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258324,3
"Elliot Pouget","M","SBD","Raw",21,"20-23","Juniors",52.73,"53",80,NA,NA,NA,80,87.5,98,-102.5,NA,98,130,140,150,NA,150,328,"1",317.22,323.57,311.36,427.92,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258325,5
"Nicolas Ame","M","SBD","Raw",19,"18-19","Juniors",58.13,"59",155,-165,-165,NA,155,105,107.5,-110,NA,107.5,-180,180,185,NA,185,447.5,"1",393.04,408.76,383.56,562.4,"Yes","France","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258326,3
"Antoine Garcia","M","SBD","Raw",22,"20-23","Juniors",57.83,"59",155,162.5,168,NA,168,80,85,-87.5,NA,85,170,-182.5,187.5,NA,187.5,440.5,"2",388.79,392.67,379.51,554.82,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258327,3
"Bryan Phommavongxay","M","SBD","Raw",21,"20-23","Juniors",58.56,"59",140,-150,150,NA,150,85,-95,95,NA,95,-180,190,-200,NA,190,435,"3",379.42,387.01,370.13,540.77,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258328,3
"Jason Nativel","M","SBD","Raw",22,"20-23","Juniors",64.57,"66",185,190,-195,NA,190,122.5,130,137.5,NA,137.5,200,210,-222.5,NA,210,537.5,"1",429.81,434.11,417.53,634.51,"Yes","France","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258329,3
"Florian Nativel","M","SBD","Raw",20,"20-23","Juniors",65.33,"66",185,-190,-190,NA,185,130,137.5,-141,NA,137.5,185,195,-200,NA,195,517.5,"2",409.78,422.07,397.91,602.02,"Yes","France","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258330,3
"Alexandre Tarinidis","M","SBD","Raw",22,"20-23","Juniors",65.38,"66",170,-177.5,180,NA,180,105,-112.5,-112.5,NA,105,-180,185,-202.5,NA,185,470,"3",371.93,375.65,361.15,538.63,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258331,3
"Arnaud Haaf","M","SBD","Raw",20,"20-23","Juniors",64.11,"66",162.5,167.5,-172.5,NA,167.5,112.5,-117.5,-117.5,NA,112.5,165,-175,182.5,NA,182.5,462.5,"4",372.08,383.24,361.54,537.28,"Yes","France","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258332,3
"Simon Morel","M","SBD","Raw",20,"20-23","Juniors",65.93,"66",165,175,180,NA,180,100,110,-112.5,NA,110,165,172.5,-175,NA,172.5,462.5,"5",363.47,374.37,352.83,525.08,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258333,3
"Josselin Crosato","M","SBD","Raw",22,"20-23","Juniors",64.62,"66",155,-160,-160,NA,155,95,-100,-100,NA,95,-197.5,-197.5,197.5,NA,197.5,447.5,"6",357.61,361.18,347.38,513.71,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258334,3
"Guillaume Brunet","M","SBD","Raw",22,"20-23","Juniors",65.35,"66",155,160,165,NA,165,100,-105,105,NA,105,170,177.5,-187.5,NA,177.5,447.5,"7",354.26,357.8,343.99,508.97,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258335,3
"Valentin Le Normand","M","SBD","Raw",21,"20-23","Juniors",65.4,"66",160,167.5,NA,NA,167.5,95,-100,-100,NA,95,185,-192.5,-192.5,NA,185,447.5,"8",354.04,361.12,343.77,508.65,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258336,4
"Damien Croibier-Muscat","M","SBD","Raw",22,"20-23","Juniors",65.77,"66",160,-170,170,NA,170,-115,-115,-115,NA,NA,NA,NA,NA,NA,NA,NA,"DQ",NA,NA,NA,NA,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258337,13
"Bastien Poyet","M","SBD","Raw",22,"20-23","Juniors",72.21,"74",200,-207.5,-207.5,NA,200,-190,190,-192.5,NA,190,210,225,235,NA,235,625,"1",457.59,462.16,443.02,690,"Yes","France","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258338,3
"Cédric Letellier","M","SBD","Raw",23,"20-23","Juniors",73.86,"74",217.5,-225,227.5,NA,227.5,142.5,-145,NA,NA,142.5,227.5,237.5,-240,NA,237.5,607.5,"2",437.57,437.57,423.41,657.25,"Yes","France","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258339,4
"Benoit Crebouw","M","SBD","Raw",22,"20-23","Juniors",73.67,"74",205,212.5,215,NA,215,125,-130,130,NA,130,210,-220,222.5,NA,222.5,567.5,"3",409.51,413.61,396.29,609.55,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258340,3
"Corentin Latour","M","SBD","Raw",22,"20-23","Juniors",73.28,"74",180,192.5,-200,NA,192.5,130,-135,-135,NA,130,220,230,-245,NA,230,552.5,"4",400.21,404.21,387.33,593.54,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258341,3
"Mathias Petit","M","SBD","Raw",22,"20-23","Juniors",73.07,"74",195,202.5,-207.5,NA,202.5,140,-145,-145,NA,140,205,-220,-225,NA,205,547.5,"5",397.41,401.38,384.65,588.66,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258342,3
"Anthony Costarigot","M","SBD","Raw",19,"18-19","Juniors",73.2,"74",-180,180,-190,NA,180,-142.5,142.5,-150,NA,142.5,215,-225,225,NA,225,547.5,"6",396.9,412.77,384.14,587.88,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258343,3
"Benoit Devoti","M","SBD","Raw",22,"20-23","Juniors",73.5,"74",170,180,187.5,NA,187.5,112.5,120,125,NA,125,-210,210,225,NA,225,537.5,"7",388.5,392.39,375.98,573.83,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258344,3
"Steve Gouet","M","SBD","Raw",22,"20-23","Juniors",73.01,"74",175,-182.5,-185,NA,175,100,105,107.5,NA,107.5,220,235,-240,NA,235,517.5,"8",375.85,379.61,363.79,552.1,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258345,3
"Gaël Chapuis","M","SBD","Raw",20,"20-23","Juniors",80.53,"83",-220,220,230,NA,230,155,-160,-160,NA,155,260,-285,-285,NA,260,645,"1",438.52,451.68,423.55,661.19,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258346,3
"Florent Blanc","M","SBD","Raw",22,"20-23","Juniors",80.83,"83",195,207.5,-215,NA,207.5,140,145,-150,NA,145,250,265,272.5,NA,272.5,625,"2",423.94,428.18,409.44,636.41,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258347,3
"Gianni Sansone","M","SBD","Raw",20,"20-23","Juniors",82.47,"83",-217.5,217.5,-225,NA,217.5,135,140,145,NA,145,255,-265,-267.5,NA,255,617.5,"3",413.76,426.17,399.45,619.09,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258348,3
"Yanis Bouchou","M","SBD","Raw",21,"20-23","Juniors",79.25,"83",195,-205,205,NA,205,125,130,132.5,NA,132.5,260,272.5,-287.5,NA,272.5,610,"4",418.95,427.32,404.78,627.73,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258349,3
"Sébastien Lefevre","M","SBD","Raw",22,"20-23","Juniors",80.86,"83",205,217.5,222.5,NA,222.5,127.5,-135,135,NA,135,235,250,-260,NA,250,607.5,"5",411.98,416.1,397.88,616.06,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258350,3
"Julien Avom Mbume","M","SBD","Raw",22,"20-23","Juniors",76.32,"83",-195,-205,205,NA,205,-160,160,-167.5,NA,160,225,235,-245,NA,235,600,"6",422.44,426.67,408.48,632.83,"Yes","France","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258351,3
"Alexis Rodde","M","SBD","Raw",21,"20-23","Juniors",81.8,"83",-220,220,227.5,NA,227.5,120,-127.5,-127.5,NA,120,230,-245,-252.5,NA,230,577.5,"7",388.86,396.64,375.48,576.76,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258352,3
"Lorris Matge","M","SBD","Raw",23,"20-23","Juniors",81.58,"83",195,-205,205,NA,205,125,132.5,137.5,NA,137.5,-210,-210,NA,NA,NA,NA,"DQ",NA,NA,NA,NA,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258353,10
"Sofyann Ait Naceur","M","SBD","Raw",22,"20-23","Juniors",88.71,"93",210,217.5,225,NA,225,137.5,142.5,-145,NA,142.5,245,260,-268,NA,260,627.5,"1",403.59,407.62,389.05,600.22,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258354,3
"Cédric Lefer","M","SBD","Raw",23,"20-23","Juniors",91.25,"93",210,220,227.5,NA,227.5,140,145,-150,NA,145,245,-255,-257.5,NA,245,617.5,"2",391.49,391.49,377.15,578.45,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258355,3
"Eddy Bernou","M","SBD","Raw",20,"20-23","Juniors",89.92,"93",205,215,222.5,NA,222.5,127.5,132.5,135,NA,135,220,232.5,235,NA,235,592.5,"3",378.42,389.77,364.68,556.97,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258356,3
"Emeric Mercier","M","SBD","Raw",23,"20-23","Juniors",90.58,"93",205,212.5,-215,NA,212.5,145,150,-155,NA,150,-230,230,-242.5,NA,230,592.5,"4",377.02,377.02,363.28,554.29,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258357,3
"Luka Faugeras","M","SBD","Raw",20,"20-23","Juniors",90.51,"93",205,212.5,222.5,NA,222.5,125,130,-135,NA,130,-220,227.5,235,NA,235,587.5,"5",373.99,385.21,360.36,549.17,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258358,3
"Geoffrey Wattelier","M","SBD","Raw",22,"20-23","Juniors",91.9,"93",195,202.5,-205,NA,202.5,130,-135,135,NA,135,235,247.5,-260,NA,247.5,585,"6",369.6,373.29,356,541.01,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258359,3
"Jean-François L'Exact","M","SBD","Raw",22,"20-23","Juniors",90.45,"93",210,-220,-220,NA,210,135,140,-142.5,NA,140,220,230,-235,NA,230,580,"7",369.34,373.03,355.88,541.32,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258360,3
"Joffrey Verneau","M","SBD","Raw",23,"20-23","Juniors",102.39,"105",245,-250,250,NA,250,165,-170,-170,NA,165,230,240,245,NA,245,660,"1",398.01,398.01,382.24,580.37,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258361,3
"Théo Brillanti","M","SBD","Raw",21,"20-23","Juniors",101.18,"105",225,232.5,-237.5,NA,232.5,147.5,-152.5,-152.5,NA,147.5,255,265,-280,NA,265,645,"2",390.73,398.55,375.39,569.42,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258362,3
"Yannick Hello","M","SBD","Raw",20,"20-23","Juniors",98.71,"105",195,205,210,NA,210,140,147.5,-150,NA,147.5,215,225,235,NA,235,592.5,"3",362.5,373.37,348.52,524.29,"Yes","","FFForce","2018-03-31","France","","France Force Athlétique Jeunes",1258363,3
